bairro,metragem,quartos,banheiros,vagas,valor_anuncio,valor_mm,valor_m2,rua,cep,setor_censo,nome_do_distrito,situacao_setor,tipo_setor,v001,v002,v003,v004,v005,v006,v007,v008,v009,v010,v011,v012
Vila Santa Catarina,175,4,3,2,580000.0,0.58,3314.285714285714,Rua Gustavo da Silveira,4376002.0,355030.838000039,JABAQUARA,1.0,0.0,178.0,524.0,2.94,2.18,2438.15,6209311.23,2678.95,6177275.29,1358.78,3691298.61,1944.03,4144833.87
Jardim Luzitânia,580,4,5,4,5900000.0,5.9,10172.413793103447,Rua Menaldo Rodrigues,4030010.0,355030.832000157,MOEMA,1.0,0.0,244.0,834.0,3.42,2.29,15643.11,722959919.48,17349.64,772445680.23,6420.58,277243111.28,9885.65,392841205.14
Parque Jabaquara,143,3,2,4,890000.0,0.89,6223.776223776224,Rua Brigadeiro Gama Barcelos,4355070.0,355030.815000033,CAMPO BELO,1.0,0.0,212.0,614.0,2.9,1.71,1858.04,9673132.29,3939.05,12336481.16,1529.29,6282204.64,3021.41,7909070.92
Indianópolis,600,4,7,6,3300000.0,3.3,5500.0,Alameda dos Anapurus,4087000.0,355030.832000076,MOEMA,1.0,0.0,292.0,898.0,3.08,1.42,5042.26,28454271.66,7325.07,24595593.67,4245.49,22240779.97,6672.77,18752506.29
Vila Congonhas,112,2,3,2,850000.0,0.85,7589.285714285715,Rua Professor Castro Soromenho,4624070.0,355030.815000101,CAMPO BELO,1.0,0.0,180.0,513.0,2.85,1.73,5140.26,30956993.48,5348.24,31098037.73,2898.06,19252184.45,3832.4,21885574.24
Jardim São Paulo(Zona Norte),230,4,4,3,1200000.0,1.2,5217.391304347826,Rua Florindo Braglia,2043075.0,355030.870000141,SANTANA,1.0,0.0,341.0,889.0,2.61,1.5,3458.43,12335961.57,3970.79,12128340.58,2249.78,9347374.54,3231.36,10255380.86
Vila Inah,380,3,4,6,1900000.0,1.9,5000.0,Rua Piave,5620010.0,355030.894000098,VILA SÔNIA,1.0,0.0,157.0,503.0,3.2,1.75,10222.04,92152826.59,10489.28,91756273.82,4951.78,58921726.76,7403.79,69979786.2
Jardim da Saúde,96,2,1,2,950000.0,0.95,9895.833333333334,Rua Marcos Fernandes,4149120.0,355030.827000003,CURSINO,1.0,0.0,115.0,381.0,3.31,1.73,4300.26,20720679.76,4709.81,20765609.58,2255.46,12008962.82,3354.52,14183191.2
Perdizes,210,3,4,2,1500000.0,1.5,7142.857142857143,Rua Wanderley,5011000.0,355030.860000013,PERDIZES,1.0,0.0,140.0,330.0,2.36,1.32,5248.64,37383151.38,5609.24,37933000.95,3707.28,24118833.45,4582.2,25808578.82
Jardim Botucatu,140,3,3,2,565000.0,0.565,4035.714285714286,Rua Eduardo Valim,4173060.0,355030.868000193,SACOMÃ,1.0,0.0,227.0,695.0,3.06,2.6,1009.53,1464093.66,1273.13,1511050.26,814.36,951191.83,1148.11,957855.05
Cambuci,180,3,4,2,1040000.0,1.04,5777.777777777777,Avenida Lacerda Franco,1536000.0,355030.849000075,LIBERDADE,1.0,0.0,338.0,999.0,2.96,1.86,5260.45,35616385.97,5437.4,35853028.15,2986.99,19964361.89,3940.1,22583122.59
Vila Inah,463,4,5,6,2750000.0,2.75,5939.524838012959,Rua Aparaó,5618080.0,355030.894000252,VILA SÔNIA,1.0,0.0,123.0,394.0,3.2,2.1,7785.4,47634746.6,8047.09,47125761.05,4047.74,31951113.21,5392.17,35326119.87
Parque da Mooca,390,4,4,6,1200000.0,1.2,3076.923076923077,Rua Comendador Roberto Ugolini,3125010.0,355030.853000064,MOOCA,1.0,0.0,262.0,678.0,2.59,1.77,4033.36,14840166.45,4144.08,14788510.07,2615.41,10034370.83,3428.74,10366797.59
Vila Gomes Cardim,600,4,7,4,2300000.0,2.3,3833.3333333333335,Rua Umberto Corradi,3319090.0,355030.880000085,TATUAPE,1.0,0.0,138.0,406.0,2.94,2.19,2981.17,16569892.33,3428.34,17530310.98,1984.86,10173288.22,2873.83,12182676.61
Parque da Mooca,150,3,1,2,1100000.0,1.1,7333.333333333333,Rua Cônego Antônio Lessa,3122060.0,355030.853000051,MOOCA,1.0,0.0,158.0,493.0,3.12,1.93,3694.44,16484500.2,3944.06,16614664.63,2093.52,9580260.41,2874.69,10913355.13
Socorro,90,3,1,2,530000.0,0.53,5888.888888888889,Rua Galiza,4784160.0,355030.879000023,SOCORRO,1.0,0.0,173.0,608.0,3.51,3.61,715.03,1140586.77,1742.25,987331.99,762.18,875033.48,1631.13,453636.61
Vila Moinho Velho,138,4,4,2,595000.0,0.595,4311.594202898551,Rua Tito Prates da Fonseca,4285130.0,355030.813000142,CACHOEIRINHA,1.0,0.0,284.0,1480.0,5.21,5.52,582.9,801633.22,1015.6,958217.23,504.08,432485.31,853.7,433977.07
Interlagos,371,3,5,10,1295000.0,1.295,3490.566037735849,Rua São Fortunato,4783050.0,355030.879000044,SOCORRO,1.0,0.0,312.0,1007.0,3.23,1.84,3890.91,25763254.55,5468.31,27590348.38,2040.13,13522681.99,3953.01,18650599.22
Vila Madalena,210,4,4,3,1900000.0,1.9,9047.619047619048,Rua Engenheiro Mário Pamponet,5448010.0,355030.802000012,ALTO DE PINHEIROS,1.0,0.0,127.0,392.0,3.09,1.48,8084.13,70787384.56,9506.34,69710748.41,3915.38,38472800.41,6334.21,46956757.6
Jardim Paulista,400,5,5,4,6000000.0,6.0,15000.0,Alameda Joaquim Eugênio de Lima,1403000.0,355030.845000215,JARDIM PAULISTA,1.0,0.0,211.0,451.0,2.14,1.64,6287.11,31671059.35,7132.16,29891381.49,4655.02,26533647.7,5941.65,26221774.96
Vila Gumercindo,180,3,3,3,870000.0,0.87,4833.333333333333,Rua Dom Miguel Costa,4129060.0,355030.827000127,CURSINO,1.0,0.0,160.0,502.0,3.14,1.8,2770.25,10210075.41,2916.05,10323022.73,1763.52,6094996.51,2251.51,6684464.89
Vila Jurema,85,3,2,3,600000.0,0.6,7058.823529411765,Rua Barão de Almeida Valim,8130170.0,355030.836000217,ITAIM PAULISTA,1.0,0.0,187.0,699.0,3.74,2.94,760.65,356937.01,948.28,266454.77,457.97,298250.51,838.87,226549.2
Vila Primavera,200,3,3,6,600000.0,0.6,3000.0,Rua Olivério Pilar,3390060.0,355030.876000253,SAPOPEMBA,1.0,0.0,288.0,1004.0,3.49,2.22,1170.7,1467311.08,1354.06,1448771.33,854.88,1224491.42,1263.11,1293698.95
Jardim Paulistano,934,5,8,7,14000000.0,14.0,14989.293361884367,Rua Coronel Bento Noronha,1443050.0,355030.862000066,PINHEIROS,1.0,0.0,229.0,651.0,2.84,2.06,9335.12,131654257.84,10277.61,135277164.29,5479.48,147474207.99,7398.56,185012205.21
Vila Independência,100,3,2,2,420000.0,0.42,4200.0,Rua Magino Roberto de Oliveira,4223110.0,355030.834000111,IPIRANGA,1.0,0.0,193.0,618.0,3.2,3.52,1145.49,1470643.56,1364.69,1452816.52,764.62,943291.1,1208.96,954304.19
Alto da Lapa,140,2,2,4,1250000.0,1.25,8928.57142857143,Rua Princesa Leopoldina,5081090.0,355030.848000053,LAPA,1.0,0.0,202.0,602.0,2.98,1.71,6405.26,36047301.16,6774.15,35622188.69,3867.12,25115929.0,5095.83,26839026.77
Cambuci,140,3,2,3,690000.0,0.69,4928.571428571428,Rua Oliveira Lima,1541010.0,355030.814000003,CAMBUCI,1.0,0.0,319.0,984.0,3.08,2.54,1858.6,4525453.56,2109.94,4607414.49,1320.07,3743500.14,1846.8,4265311.54
Vila Carrão,500,4,5,5,1200000.0,1.2,2400.0,Rua Maria Inácia da Conceição,3437060.0,355030.820000079,CARRÃO,1.0,0.0,346.0,1065.0,3.08,2.16,1560.28,6032600.38,1661.1,6255615.94,1042.74,5430633.01,1471.22,7034098.3
Planalto Paulista,155,2,1,2,1200000.0,1.2,7741.935483870968,Avenida Itacira,4061000.0,355030.877000067,SAÚDE,1.0,0.0,164.0,437.0,2.66,2.04,3158.96,22210644.93,5570.65,25770816.97,2096.19,13029851.56,3930.35,17241576.74
Jardim Paulistano,350,3,2,2,2800000.0,2.8,8000.0,Rua Içana,1457050.0,355030.862000103,PINHEIROS,1.0,0.0,157.0,428.0,2.73,2.57,8185.61,101778987.61,8238.08,102000570.47,4456.38,54221813.07,5684.74,62210252.02
Cidade Jardim,850,4,4,10,11000000.0,11.0,12941.176470588236,Avenida das Magnólias,5674000.0,355030.854000128,MORUMBI,1.0,0.0,85.0,316.0,3.72,2.35,9390.13,203454625.47,17351.33,238574929.78,6830.71,976628790.68,13566.54,1436259424.69
Vila Romana,150,3,3,2,1250000.0,1.25,8333.333333333334,Rua Mário,5048010.0,355030.848000041,LAPA,1.0,0.0,179.0,453.0,2.53,1.49,2892.72,12538544.16,3256.58,12933251.76,2329.91,9429547.67,3008.87,10136687.84
Vila Prudente,136,2,1,1,440000.0,0.44,3235.294117647059,Rua Suarão,3137090.0,355030.853000079,VILA PRUDENTE,1.0,0.0,239.27272727272728,700.8181818181819,2.9345454545454546,2.1363636363636362,2275.51,11024165.161818182,2498.372727272727,11136653.049999999,1473.9581818181819,6116869.063636363,2051.877272727273,7388508.670000001
Vila das Mercês,140,3,2,4,665000.0,0.665,4750.0,Rua Chafic Ganem,4165070.0,355030.868000159,SACOMÃ,1.0,0.0,229.0,670.0,2.93,1.59,2044.96,57861573.75,3121.97,85154901.08,1437.24,23952986.43,2421.66,38013751.48
Chácara Monte Alegre,350,4,7,10,1750000.0,1.75,5000.0,Rua Arapixi,4647040.0,355030.871000076,SANTO AMARO,1.0,0.0,167.0,533.0,3.19,2.05,7373.73,73677274.61,10261.78,72891194.04,3908.1,46937923.25,7309.04,62988324.91
Pacaembu,457,4,2,7,2200000.0,2.2,4814.004376367615,Rua Almirante Pereira Guimarães,1250001.0,355030.860000079,PERDIZES,1.0,0.0,76.0,236.0,3.11,2.6,8501.97,93209738.72,8851.37,93957889.76,5393.02,64329006.96,6929.21,72055243.89
Jardim Prudência,632,5,7,6,3000000.0,3.0,4746.835443037975,Rua Robélia,4648240.0,355030.822000266,CIDADE ADEMAR,1.0,0.0,79.0,259.0,3.28,1.72,7512.91,58332590.13,7913.6,58271963.89,3388.95,33103212.94,5588.4,42357304.64
Vila Tramontano,1200,6,7,8,9000000.0,9.0,7500.0,Rua Lourenço de Almeida Prado,5690090.0,355030.854000062,MORUMBI,1.0,0.0,80.0,289.0,3.61,3.1,14198.26,392816838.73,16703.84,420694694.02,5935.7,168439345.11,9025.04,228576859.57
Parque São Domingos,305,4,6,5,1350000.0,1.35,4426.229508196721,Rua Doutor Odon Carlos de Figueiredo Ferraz,5121000.0,355030.895000078, SÃO DOMINGOS,1.0,0.0,143.0,461.0,3.22,1.65,3899.72,35316105.56,5996.34,41800910.4,1892.88,15799245.65,4333.7,25646002.55
Jardim Petrópolis,567,5,5,4,3490000.0,3.49,6155.202821869489,Rua Santos Dumont,4638000.0,355030.859000135,PENHA,1.0,0.0,165.0,469.0,2.84,2.65,1917.07,3851305.28,2227.58,3782939.95,1354.27,4210063.36,2093.39,4963184.94
Cidade Monções,180,3,5,5,1300000.0,1.3,7222.222222222223,Rua Arizona,4567000.0,355030.835000117,ITAIM BIBI,1.0,0.0,229.0,533.0,2.33,1.46,4002.1,13554374.32,4470.63,13044076.31,3148.2,12616480.64,4082.83,12545913.12
Brooklin Paulista,95,2,2,1,545000.0,0.545,5736.8421052631575,Avenida Santo Amaro,4505000.0,355030.871000031,SANTO AMARO,1.0,0.0,141.0,417.0,2.96,3.08,1643.52,3042583.87,2050.76,2960614.29,1159.52,2823457.54,1741.59,3228698.59
Vila Morumbi,580,4,5,10,2300000.0,2.3,3965.5172413793102,Rua Joaquim Cândido de Azevedo Marques,5688020.0,355030.854000062,MORUMBI,1.0,0.0,80.0,289.0,3.61,3.1,14198.26,392816838.73,16703.84,420694694.02,5935.7,168439345.11,9025.04,228576859.57
Cidade Jardim,900,4,6,8,8400000.0,8.4,9333.333333333334,Rua Doutor João Dalmácio Azevedo,5676010.0,355030.862000169,PINHEIROS,1.0,0.0,107.0,274.0,2.56,1.98,10210.03,436642801.22,12005.2,492477360.34,7397.79,269643858.69,10574.49,352326515.65
Vila Santo Estéfano,143,3,3,2,614800.0,0.6148,4299.300699300699,Rua Antônio Cantarella,4153060.0,355030.827000043,CURSINO,1.0,0.0,203.0,683.0,3.36,2.96,2060.15,5289828.63,2248.45,5350264.64,1236.29,2981890.78,1784.13,3326660.59
Interlagos,385,3,8,6,1680000.0,1.68,4363.636363636364,Avenida Mahatma Gandhi,4789000.0,355030.82300017,CIDADE DUTRA,1.0,0.0,156.0,571.0,3.66,1.7,5482.82,22144284.9,5858.36,21456282.8,3016.31,15037340.73,4173.92,15979195.91
Vila Santa Catarina,180,4,3,2,580000.0,0.58,3222.222222222222,Rua Gustavo da Silveira,4376002.0,355030.838000039,JABAQUARA,1.0,0.0,178.0,524.0,2.94,2.18,2438.15,6209311.23,2678.95,6177275.29,1358.78,3691298.61,1944.03,4144833.87
Jardim Luzitânia,585,4,5,4,5900000.0,5.9,10085.470085470086,Rua Menaldo Rodrigues,4030010.0,355030.832000157,MOEMA,1.0,0.0,244.0,834.0,3.42,2.29,15643.11,722959919.48,17349.64,772445680.23,6420.58,277243111.28,9885.65,392841205.14
Parque Jabaquara,148,3,2,4,890000.0,0.89,6013.513513513513,Rua Brigadeiro Gama Barcelos,4355070.0,355030.815000033,CAMPO BELO,1.0,0.0,212.0,614.0,2.9,1.71,1858.04,9673132.29,3939.05,12336481.16,1529.29,6282204.64,3021.41,7909070.92
Indianópolis,605,4,7,6,3300000.0,3.3,5454.545454545455,Alameda dos Anapurus,4087000.0,355030.832000076,MOEMA,1.0,0.0,292.0,898.0,3.08,1.42,5042.26,28454271.66,7325.07,24595593.67,4245.49,22240779.97,6672.77,18752506.29
Vila Congonhas,117,2,3,2,850000.0,0.85,7264.957264957265,Rua Professor Castro Soromenho,4624070.0,355030.815000101,CAMPO BELO,1.0,0.0,180.0,513.0,2.85,1.73,5140.26,30956993.48,5348.24,31098037.73,2898.06,19252184.45,3832.4,21885574.24
Jardim São Paulo(Zona Norte),235,4,4,3,1200000.0,1.2,5106.382978723404,Rua Florindo Braglia,2043075.0,355030.870000141,SANTANA,1.0,0.0,341.0,889.0,2.61,1.5,3458.43,12335961.57,3970.79,12128340.58,2249.78,9347374.54,3231.36,10255380.86
Vila Inah,385,3,4,6,1900000.0,1.9,4935.064935064935,Rua Piave,5620010.0,355030.894000098,VILA SÔNIA,1.0,0.0,157.0,503.0,3.2,1.75,10222.04,92152826.59,10489.28,91756273.82,4951.78,58921726.76,7403.79,69979786.2
Lapa,37,1,2,1,510000.0,0.51,13783.783783783783,Rua Sacadura Cabral,5076020.0,355030.848000058,LAPA,1.0,0.0,137.0,337.0,2.46,1.93,3100.23,16211692.81,3193.47,16402942.05,2247.14,24012689.19,2802.21,28406193.88
Parque Jabaquara,274,3,2,6,939000.0,0.939,3427.007299270073,Rua Padre Vicente Heckel,4357050.0,355030.815000061,CAMPO BELO,1.0,0.0,211.0,664.0,3.15,1.63,3812.56,13372939.13,4469.17,12738041.2,2320.96,11228694.47,3717.2,12797691.1
Vila Sônia,125,2,2,2,689000.0,0.689,5512.0,Rua André Saraiva,5626000.0,355030.89400004,VILA SÔNIA,1.0,0.0,51.0,145.0,2.84,1.89,1972.02,6084995.22,2578.79,6400646.11,1652.18,7911659.63,2639.69,10058423.73
Jardim da Saúde,270,4,4,2,890000.0,0.89,3296.296296296296,Rua Juvenal Galeno,4290030.0,355030.827000019,CURSINO,1.0,0.0,191.0,621.0,3.25,2.26,6134.09,221684374.31,6772.32,240536475.73,2735.61,78918434.2,4187.58,114817692.87
Vila São Vicente,116,3,4,2,490000.0,0.49,4224.137931034483,Rua Izabel Velho,2733110.0,355030.829000006,FREGUESIA DO Ó,1.0,0.0,320.0,931.0,2.91,1.66,2625.97,5418935.74,2810.4,5280738.09,1704.0,4258272.57,2274.7,4386472.64
Vila Olímpia,94,3,4,1,1200000.0,1.2,12765.95744680851,Rua Professor Vahia de Abreu,4549000.0,355030.835000026,ITAIM BIBI,1.0,0.0,78.0,162.0,2.08,1.11,4591.86,21027478.38,4906.37,20923181.15,3619.84,24546957.8,4488.6,26554768.23
Jardim Itapeva,129,3,3,3,620000.0,0.62,4806.201550387597,Rua Rosalino Silva,4674140.0,355030.816000074,CAMPO GRANDE,1.0,0.0,240.0,705.0,2.94,1.91,2768.04,11847887.78,3047.39,12193865.48,1712.68,6736685.98,2453.7,7835621.93
Jardim da Glória,230,3,2,3,1200000.0,1.2,5217.391304347826,Rua Canudos,1547030.0,355030.890000112,VILA MARIANA,1.0,0.0,282.0,862.0,3.06,2.25,4527.33,64838106.76,5106.83,70199432.02,2505.71,29092736.84,3673.19,38376620.41
Jardim da Glória,229,3,2,3,1199999.0,1.199999,5240.170305676856,Rua Canudos,1547030.0,355030.890000112,VILA MARIANA,1.0,0.0,282.0,862.0,3.06,2.25,4527.33,64838106.76,5106.83,70199432.02,2505.71,29092736.84,3673.19,38376620.41
Vila do Bosque,273,5,5,3,1270000.0,1.27,4652.014652014652,Rua Auguste Clesinger,4147000.0,355030.87700011,SAÚDE,1.0,0.0,273.0,848.0,3.11,2.18,1851.72,4723724.41,2142.03,4842954.78,1396.47,3043587.43,1856.37,3192441.12
Vila São José (Ipiranga),177,3,2,3,980000.0,0.98,5536.723163841808,Rua Marcondes de Andrade,4265040.0,355030.834000022,IPIRANGA,1.0,0.0,265.0,702.0,2.65,1.39,1692.15,3484810.47,2029.05,3495083.93,1501.11,3319944.47,1998.54,3426163.27
Vila Santo Estéfano,121,3,2,2,590000.0,0.59,4876.033057851239,Rua Doutor Monteiro Tapajós,4152040.0,355030.827000026,CURSINO,1.0,0.0,180.0,579.0,3.22,2.18,3020.5,13172818.18,3236.25,13416966.09,1630.42,6647958.04,2355.53,7899932.61
Campo Belo,250,4,4,4,1750000.0,1.75,7000.0,Rua Sônia Ribeiro,4621010.0,355030.81500002,CAMPO BELO,1.0,0.0,186.0,607.0,3.26,2.25,4187.01,47493938.85,5262.05,54075865.07,2177.35,21469234.21,3495.22,29882126.65
Santo Amaro,202,2,1,4,1000000.0,1.0,4950.495049504951,Rua Guaxatuba,4662050.0,355030.81600017,CAMPO GRANDE,2.0,0.0,74.0,249.0,3.36,2.54,2798.38,11406263.09,2916.62,11545311.27,1595.29,6626969.27,2235.32,7862420.77
Jardim Paulista,360,4,6,8,7497000.0,7.497,20825.0,Rua Honduras,4379095.0,355030.845000045,JARDIM PAULISTA,1.0,0.0,284.0,933.0,3.29,2.54,6918.36,116870875.01,7675.06,123873294.66,3194.38,53470273.57,5997.32,83644284.88
Vila Nova Conceição,564,3,5,3,8500000.0,8.5,15070.921985815605,Rua Mendes Pais,4507090.0,355030.832000033,MOEMA,1.0,0.0,164.0,489.0,2.98,2.56,10255.49,129824852.46,10382.1,130114929.96,5356.53,75037949.71,7244.22,87845768.0
Jardim Miriam,67,2,1,1,257600.0,0.2576,3844.776119402985,Travessa Professor Dalmo Belfort de Mattos,4416330.0,355030.82200024,CIDADE ADEMAR,1.0,0.0,223.0,754.0,3.38,2.45,633.3,644436.5,1061.84,625329.35,572.53,553576.33,1016.44,531520.1
Mooca,103,3,2,2,750000.0,0.75,7281.553398058252,Largo São Rafael,3113020.0,355030.875000028,SÃO RAFAEL,1.0,0.0,275.0,919.0,3.34,2.3,1207.09,999863.37,1322.51,942595.91,759.94,861540.23,1171.63,845890.45
Jardim Marajoara,500,3,6,6,2300000.0,2.3,4600.0,Avenida Manoel dos Reis Araújo,4664000.0,355030.816000159,CAMPO GRANDE,1.0,0.0,154.0,492.0,3.19,2.5,4928.82,59704785.87,6072.31,66668393.25,2340.94,29578137.25,4789.26,48875937.57
Interlagos,345,4,6,4,2500000.0,2.5,7246.376811594203,Rua Roger Chaffee,4788110.0,355030.879000045,SOCORRO,1.0,0.0,375.0,1264.0,3.37,2.2,5518.89,55652474.22,6069.16,57868217.88,2460.11,24715099.76,4278.62,35219351.24
Vila Adalgisa,120,3,2,2,580000.0,0.58,4833.333333333333,Rua Giácomo Carissimi,5386120.0,355030.867000012,RIO PEQUENO,1.0,0.0,194.0,634.0,3.27,2.65,2087.37,7700792.54,2225.0,7903426.24,1246.49,3802733.75,1738.36,4449857.49
Parque da Vila Prudente,101,2,1,2,470000.0,0.47,4653.465346534654,Rua Xavier da Rocha,3139070.0,355030.893000033,VILA PRUDENTE,1.0,0.0,344.0,1042.0,3.03,1.52,4639.38,170611332.51,4865.69,177854760.64,2565.67,68785528.42,3435.96,89157693.84
Vila Paulista,182,3,2,2,690000.0,0.69,3791.208791208792,Rua Gastão da Cunha,4361090.0,355030.838000226,JABAQUARA,1.0,0.0,344.0,894.0,2.6,2.43,2929.47,8304141.97,3017.18,8288088.5,1855.34,5527961.24,2329.76,5836679.02
Jardim Luzitânia,605,4,7,4,12000000.0,12.0,19834.710743801654,Rua Comandante Ismael Guilherme,4031120.0,355030.832000002,MOEMA,1.0,0.0,252.0,879.0,3.49,2.68,12214.77,230843096.72,13620.0,238293879.92,5027.85,104713404.65,7496.88,137684009.87
Vila Bertioga,82,3,4,2,599000.0,0.599,7304.878048780488,Rua Salvador Fiordelisio,3181040.0,355030.801000111,ÁGUA RASA,1.0,0.0,278.0,788.0,2.83,1.7,2062.96,9563461.62,2548.9,10582101.63,1615.8,6005806.75,2176.39,6871009.46
Vila Gumercindo,75,2,1,1,495000.0,0.495,6600.0,Rua Oronzo Scattone,4130070.0,355030.827000113,CURSINO,1.0,0.0,251.0,728.0,2.9,2.05,2632.56,6681570.48,2811.8,6632295.66,1682.9,4571957.2,2295.49,4830524.16
Jardim Leonor Mendes de Barros,287,4,6,6,1090000.0,1.09,3797.909407665505,Rua Luís da Silva Araújo,2347070.0,355030.88100001,TREMEMBÉ,1.0,0.0,250.0,801.0,3.2,1.9,3720.71,15645877.69,3891.96,15699723.26,2012.61,10012163.9,2884.62,11838263.55
Jardim Marajoara,271,4,5,4,1800000.0,1.8,6642.066420664207,Rua Marechal Bina Machado,4663120.0,355030.816000159,CAMPO GRANDE,1.0,0.0,154.0,492.0,3.19,2.5,4928.82,59704785.87,6072.31,66668393.25,2340.94,29578137.25,4789.26,48875937.57
Cidade Jardim,840,4,6,8,5900000.0,5.9,7023.809523809524,Avenida Amarilis,5673030.0,355030.854000125,MORUMBI,1.0,0.0,54.0,207.0,3.83,3.08,15212.69,266987355.39,15499.72,267587260.01,5933.29,134765045.34,9240.37,179689589.33
Jardim Marajoara,450,3,2,4,2500000.0,2.5,5555.555555555556,Rua Marechal Bina Machado,4663120.0,355030.816000159,CAMPO GRANDE,1.0,0.0,154.0,492.0,3.19,2.5,4928.82,59704785.87,6072.31,66668393.25,2340.94,29578137.25,4789.26,48875937.57
Cidade Vargas,135,3,2,4,850000.0,0.85,6296.2962962962965,Rua Getúlio Vargas Filho,4318030.0,355030.838000148,JABAQUARA,1.0,0.0,104.0,330.0,3.17,2.2,2976.53,7117219.82,3034.89,7079274.79,1616.95,6286699.3,2439.13,7482992.26
Jardim Petrópolis,500,4,12,5,3000000.0,3.0,6000.0,Rua Miranda Guerra,4640000.0,355030.871000056,SANTO AMARO,1.0,0.0,238.0,816.0,3.43,2.09,10757.82,162794237.28,13266.11,167500448.74,5021.17,83975121.64,8705.77,113590880.3
Jardim Marajoara,271,3,4,6,1400000.0,1.4,5166.051660516605,Avenida Manoel dos Reis Araújo,4664000.0,355030.816000159,CAMPO GRANDE,1.0,0.0,154.0,492.0,3.19,2.5,4928.82,59704785.87,6072.31,66668393.25,2340.94,29578137.25,4789.26,48875937.57
Jardim Nossa Senhora do Carmo,102,2,3,2,385000.0,0.385,3774.5098039215686,Rua Veríssimo da Silva,8275270.0,355030.857000065,PARQUE DO CARMO,1.0,0.0,333.0,1075.0,3.23,2.16,1046.88,1316904.92,1367.1,1281811.55,911.18,1268002.64,1371.12,1277438.46
Jardim da Saúde,173,3,4,4,960000.0,0.96,5549.132947976878,Rua Marcos Fernandes,4149120.0,355030.827000003,CURSINO,1.0,0.0,115.0,381.0,3.31,1.73,4300.26,20720679.76,4709.81,20765609.58,2255.46,12008962.82,3354.52,14183191.2
Vila Anhangüera,101,2,2,3,850000.0,0.85,8415.841584158416,Praça Contendas,4673170.0,355030.816000086,CAMPO GRANDE,1.0,0.0,419.0,1244.0,2.97,1.61,3168.09,10611789.17,3377.68,10605884.68,1816.14,6243555.98,2569.5,6898527.93
Jardim Marajoara,392,3,5,4,1800000.0,1.8,4591.836734693878,Avenida Manoel dos Reis Araújo,4664000.0,355030.816000159,CAMPO GRANDE,1.0,0.0,154.0,492.0,3.19,2.5,4928.82,59704785.87,6072.31,66668393.25,2340.94,29578137.25,4789.26,48875937.57
Jardim Prudência,305,3,4,3,1500000.0,1.5,4918.0327868852455,Rua Amandaba,4648140.0,355030.822000266,CIDADE ADEMAR,1.0,0.0,180.57142857142858,550.1904761904761,3.105238095238095,1.9023809523809525,5595.378095238096,656201119.840476,6721.153333333335,975327732.0404761,3134.1709523809523,416252092.9033333,5268.226190476191,806218696.4819047
Itaim Bibi,92,1,2,2,900000.0,0.9,9782.608695652174,Rua Arandu,4562030.0,355030.83500006,ITAIM BIBI,1.0,0.0,201.5,505.625,2.59875,1.8825,7211.60625,152393380.97250003,8178.981249999999,158096323.71749997,4408.7787499999995,91758780.16375001,6251.250000000001,116955885.8525
Vila Medeiros,246,2,2,1,500000.0,0.5,2032.520325203252,Rua Itamonte,2220000.0,355030.8920002,VILA MEDEIROS,1.0,0.0,116.0,339.0,2.92,2.19,1420.84,3605327.66,2197.57,3872889.76,867.61,1909873.22,1607.47,2351940.63
Vila Regente Feijó,194,4,4,2,900000.0,0.9,4639.175257731959,Rua General Calado,3334060.0,355030.801000116,ÁGUA RASA,1.0,0.0,134.0,392.0,2.93,1.89,1028.21,6587449.4,3723.78,14020401.95,894.37,6143674.0,3380.7,14905150.01
Vila Madalena,190,3,2,2,1045000.0,1.045,5500.0,Rua João Batista Leme da Silva,5449030.0,355030.80200001,ALTO DE PINHEIROS,1.0,0.0,256.0,750.0,2.93,2.05,5275.82,37108189.91,5604.19,37579532.78,3254.92,24000150.83,4310.58,27239774.12
Jardim Morumbi,350,5,6,5,2000000.0,2.0,5714.285714285715,Rua Senador Otávio Mangabeira,5662000.0,355030.854000077,MORUMBI,1.0,0.0,63.0,209.0,3.32,2.09,4002.38,18562131.34,5730.68,16629327.43,3025.43,47435190.07,5378.55,71899414.77
Vila Isolina Mazzei,55,3,1,1,345000.0,0.345,6272.727272727273,Rua Piatá,2080010.0,355030.886000053,VILA GUILHERME,1.0,0.0,178.0,535.0,3.01,2.03,2086.12,6709025.82,2278.09,6890197.78,1264.73,3587251.76,1743.85,4112159.92
Alto de Pinheiros,670,5,6,7,15000000.0,15.0,22388.059701492537,Rua Sílvia Celeste de Campos,5462010.0,355030.802000039,ALTO DE PINHEIROS,1.0,0.0,123.0,404.0,3.28,2.07,13292.7,157057959.39,13739.51,156190934.01,6599.65,95573819.0,9219.74,109412303.36
